"location","legacy_sales_order","sales_order_date","jde_sales_order","back_order_date","reference_order_date","customer_po","customer_ship_to_8","customer_ship_to_9","make_buy_transfer","label_owner","priority_sku","product_label_sku","description","customer_profile_owner","shortage_reason","shortage_date","next_available_date","followup_comments","type_of_sale","type_of_sale_2","total_sku_beginning_inventory","oo_cases","b_t_open_order_cases","order_shortage_case_no","total_sku_shortage_qty","inventory_soft_hold_release","inventory_usable","production_schedule","production_soft_hold_release","purchase_order_and_transfer_in","sales_order_and_transfer_out","item_to_compare_ofr","item_to_compare_csv","shipped qty(OFR)","shipped qty(CSV)","match"
75,"49531",2023-10-18,NA,1899-12-31,"0","3324194U","00733-026","USF VENDOR RELATIONS","X","VF","YES","13687GNS","SPRD WHP CUP 600/5 GRAM","KPATIL","S",2023-11-01,2023-11-03,"B/T order is coming on 11/2 please move order out.","0","REGULAR","88",96,NA,-96,-266,0,0,0,0,0,354,"75_13687GNS","75_13687GNS",0,0,"matching"
75,"49025",2023-10-12,NA,1899-12-31,"0","1354722","36344-001","SYSCO HFM LA","X","C",NA,"13820SYS","MAYO HD JAR 4/1 GAL","RPLUNKETT","S",2023-11-01,2023-11-02,"Next B/T order is coming on same date. Please move order out","0","REGULAR","0",24,NA,-24,-180,0,0,0,0,0,180,"75_13820SYS","75_13820SYS",0,0,"matching"
75,"49492",2023-10-18,NA,1899-12-31,"0","22510850","40199-048","SYSCO SAN DIEGO","X","C",NA,"13820SYS","MAYO HD JAR 4/1 GAL","KPATIL","S",2023-11-01,2023-11-02,"Next B/T order is coming on same date. Please move order out","0","REGULAR","0",60,NA,-60,-180,0,0,0,0,0,180,"75_13820SYS","75_13820SYS",0,0,"matching"
75,"49629",2023-10-18,NA,1899-12-31,"0","45063","34432-001","SUNRISE FOOD SERVICE INC","X","VF",NA,"15174WCP","SHTG PFPSTRY NTF BIB 50#","RGEORGE","S",2023-11-01,2023-11-02,"Next B/T order is coming on same date. Please move order out","0","REGULAR","181",180,NA,-167,-167,0,0,0,0,0,348,"75_15174WCP","75_15174WCP",13,180,"not_matching"
75,"49531",2023-10-18,NA,1899-12-31,"0","3324194U","00733-026","USF VENDOR RELATIONS","X","C","YES","20401USS","SPRD 60% WHP BTR CUP 600/5 GR","KPATIL","6",2023-11-01,2023-11-06,"Overselling - The next B/T order is coming on 11/3. Please move the order out","0","REGULAR","0",180,NA,-180,-180,0,0,0,0,0,180,"75_20401USS","75_20401USS",0,0,"matching"
75,"48807",2023-10-10,NA,1899-12-31,"0","880744","21578-026","SOUTHWEST TR TEMEC PANERA","X","C",NA,"21276PNA","DSG CHKN SLD PCH 12/17 OZ","KPATIL","6",2023-11-01,2023-11-02,"Overselling - The next B/T order is coming on the same date. Please move the order out","0","REGULAR","42",76,NA,-34,-34,0,0,0,0,0,76,"75_21276PNA","75_21276PNA",42,42,"matching"
75,"49437",2023-10-17,NA,1899-12-31,"0","3185008B","11399-188","USF-SSA BRINKER N. CALI","X","C","YES","22717BNK","MAYO PCH 8/0.5 GAL","JMARKSCH","S",2023-11-01,2023-11-06,"The next B/T order is coming on 11/3. Please move order out.","0","REGULAR","0",104,NA,-104,-312,0,0,0,0,0,312,"75_22717BNK","75_22717BNK",0,0,"matching"
75,"49435",2023-10-17,NA,1899-12-31,"0","3184988B","11399-193","USF-SSA POPEYES N.CALI","X","C",NA,"23903POP","SCE SWT HEAT CUP 200/1.25 OZ","JMARKSCH","S",2023-11-01,2023-11-03,"Next B/T order is coming on 11/2. Please move order out","0","REGULAR","7",72,NA,-65,-65,0,0,0,0,0,72,"75_23903POP","75_23903POP",7,7,"matching"
75,"49500",2023-10-18,NA,1899-12-31,"0","43171460","40227-048","SYSCO LOS ANGEL","B","C",NA,"72802SYS","BS BF FLVR NTF 25#","RGEORGE","6",2023-11-01,2023-11-02,"Next B/T order is coming on same date. Order needs to be adjusted.","0","REGULAR","0",12,NA,-12,-20,0,0,0,0,0,20,"75_72802SYS","75_72802SYS",0,12,"not_matching"
75,"49500",2023-10-18,NA,1899-12-31,"0","43171460","40227-048","SYSCO LOS ANGEL","M","C",NA,"75507SYS","DSG SESAME TSTD JUG 2/1 GAL","RGEORGE","R",2023-11-01,2023-11-07,"We are running on 11/6. Available inventory on 11/7.","0","REGULAR","0",63,NA,-63,-84,0,0,0,0,0,84,"75_75507SYS","75_75507SYS",0,0,"matching"
208,"21880",2023-10-18,NA,1899-12-31,"0","1892100","30547-022","JAKE'S INC-NEW WAREHOUSE","X","VF","YES","85625HVR","DSG RCH ORIG PCH SS 84/1.5 OZ","DCOVINGTON","m",2023-11-01,2023-11-03,NA,"0","REGULAR","0",13,NA,-13,-93,0,0,0,0,0,93,"208_85625HVR","208_85625HVR",0,0,"matching"
25,"24066",2023-10-18,NA,1899-12-31,"0","3291305I","02221-030","USF FAIRBURN","M","VF","YES","85620HVR","DSG RCH ORIG JAR SS 4/1 GAL","DCOVINGTON","M",2023-11-01,NA,NA,"0","REGULAR","0",48,NA,-48,-348,0,0,0,0,0,348,"25_85620HVR","25_85620HVR",0,0,"matching"
25,"24102",2023-10-18,NA,1899-12-31,"0","4511305104","08998-038","CHENEY OCALA","M","VF","YES","85620HVR","DSG RCH ORIG JAR SS 4/1 GAL","DCOVINGTON","M",2023-11-01,NA,NA,"0","REGULAR","0",72,NA,-72,-348,0,0,0,0,0,348,"25_85620HVR","25_85620HVR",0,0,"matching"
25,"24111",2023-10-18,NA,1899-12-31,"0","4511306254","08998-101","CHENEY STATESVILLE","M","VF","YES","85620HVR","DSG RCH ORIG JAR SS 4/1 GAL","DCOVINGTON","M",2023-11-01,NA,NA,"0","REGULAR","0",60,NA,-60,-348,0,0,0,0,0,348,"25_85620HVR","25_85620HVR",0,0,"matching"
55,"52535",2023-10-18,NA,1899-12-31,"0","89310","35057-001","SCAVUZZO'S INC","M","VF",NA,"22091WCP","SHTG AP PREM BIB 50#","JHARDEN","1",2023-11-01,2023-11-03,"Special Order","0","REGULAR","0",36,NA,-36,-36,0,0,0,0,0,36,"55_22091WCP","55_22091WCP",0,0,"matching"
25,"23745",2023-10-13,NA,1899-12-31,"0","M100133","36511-001","FINE FOOD GROUP SPA","M","C",NA,"12184CRW","SCE BBQ DLX EXP JAR 4/1 GAL","RDIAZ","R",2023-11-01,NA,NA,"0","REGULAR","1398",960,NA,-42,-42,0,0,0,0,0,1440,"25_12184CRW","25_12184CRW",918,867,"not_matching"
25,"23997",2023-10-17,NA,1899-12-31,"0","21549710","40232-003","SYSCO SYRACSE","M","C","YES","23115NWN","DSG RCH LT PCH 60/1.5 OZ","TBAKER","M",2023-11-01,NA,NA,"0","REGULAR","0",7,NA,-7,-7,0,0,0,0,0,7,"25_23115NWN","25_23115NWN",0,0,"matching"
25,"23997",2023-10-17,NA,1899-12-31,"0","21549710","40232-003","SYSCO SYRACSE","M","C","YES","23126NWN","DSG RSPBRY LT PCH 60/1.5 OZ","TBAKER","1",2023-11-01,NA,NA,"0","REGULAR","0",16,NA,-16,-16,0,0,0,0,0,16,"25_23126NWN","25_23126NWN",0,0,"matching"
25,"23734",2023-10-13,NA,1899-12-31,"0","3407343","29076-010","PFG SPRINGFIELD","M","VF",NA,"85505HVR","DSG RCH ORIG JAR 4/1 GAL","TBAKER","M",2023-11-01,NA,NA,"0","REGULAR","0",1,NA,-1,-49,0,0,0,0,0,49,"25_85505HVR","25_85505HVR",0,0,"matching"
25,"24003",2023-10-17,NA,1899-12-31,"0","845201","30613-004","SOFO FOODS OHIO","M","VF",NA,"85505HVR","DSG RCH ORIG JAR 4/1 GAL","TBAKER","M",2023-11-01,NA,NA,"0","REGULAR","0",36,NA,-36,-49,0,0,0,0,0,49,"25_85505HVR","25_85505HVR",0,0,"matching"
25,"24078",2023-10-18,NA,1899-12-31,"0","2353471346","30856-018","REINHART BOWLING GREEN","M","VF",NA,"85505HVR","DSG RCH ORIG JAR 4/1 GAL","DSALCEDO","M",2023-11-01,NA,NA,"0","REGULAR","0",12,NA,-12,-49,0,0,0,0,0,49,"25_85505HVR","25_85505HVR",0,0,"matching"
25,"24064",2023-10-18,NA,1899-12-31,"0","2351715284","35784-001","REINHART BURLINGTON ESSEX","M","VF","YES","85620HVR","DSG RCH ORIG JAR SS 4/1 GAL","TBAKER","M",2023-11-01,NA,NA,"0","REGULAR","0",24,NA,-24,-348,0,0,0,0,0,348,"25_85620HVR","25_85620HVR",0,0,"matching"
208,"21650",2023-10-16,NA,1899-12-31,"0","3052926J","09216-036","USF OKLAHOMA CITY DRSGS","X","VF","YES","85620HVR","DSG RCH ORIG JAR SS 4/1 GAL","TRJOHNSON","M",2023-11-01,NA,NA,"0","REGULAR","0",36,NA,-36,-72,0,0,0,0,0,72,"208_85620HVR","208_85620HVR",0,0,"matching"
33,"35141",2023-10-18,NA,1899-12-31,"0","2350871587","31564-002","REINHART TWIN CITIES","M","VF","YES","85620HVR","DSG RCH ORIG JAR SS 4/1 GAL","OLOPEZ","M",2023-11-01,NA,NA,"0","REGULAR","0",96,NA,-96,-252,0,0,0,0,0,252,"33_85620HVR","33_85620HVR",0,0,"matching"
33,"35143",2023-10-18,NA,1899-12-31,"0","277962","10678-007","MERRILL DIST","M","VF","YES","85620HVR","DSG RCH ORIG JAR SS 4/1 GAL","SBLOCKER","M",2023-11-01,NA,NA,"0","REGULAR","0",48,NA,-48,-252,0,0,0,0,0,252,"33_85620HVR","33_85620HVR",0,0,"matching"
33,"34857",2023-10-03,NA,1899-12-31,"0","383947","10773-002","WABASH COFFEE","X","VF","YES","85625HVR","DSG RCH ORIG PCH SS 84/1.5 OZ","MLMILLER","M",2023-11-01,NA,NA,"0","REGULAR","0",100,NA,-100,-164,0,0,0,0,0,164,"33_85625HVR","33_85625HVR",0,0,"matching"
33,"35141",2023-10-18,NA,1899-12-31,"0","2350871587","31564-002","REINHART TWIN CITIES","X","VF","YES","85625HVR","DSG RCH ORIG PCH SS 84/1.5 OZ","OLOPEZ","M",2023-11-01,NA,NA,"0","REGULAR","0",20,NA,-20,-164,0,0,0,0,0,164,"33_85625HVR","33_85625HVR",0,0,"matching"
33,"35143",2023-10-18,NA,1899-12-31,"0","277962","10678-007","MERRILL DIST","X","VF","YES","85625HVR","DSG RCH ORIG PCH SS 84/1.5 OZ","SBLOCKER","M",2023-11-01,NA,NA,"0","REGULAR","0",4,NA,-4,-164,0,0,0,0,0,164,"33_85625HVR","33_85625HVR",0,0,"matching"
34,"19474",2023-10-13,NA,1899-12-31,"0","8031213","36512-001","CASH-WA DIST","M","VF",NA,"11364WCP","SHTG LRD DEOD 640 BIB 50#","MKIRKWOOD","H",2023-11-01,NA,NA,"0","REGULAR","0",24,NA,-24,-840,0,0,0,0,0,840,"34_11364WCP","34_11364WCP",0,0,"matching"
34,"19583",2023-10-17,NA,1899-12-31,"0","15668941","11674-031","SV/UNFI-HOPKINS GROC DELI","X","VF","YES","13907HVR","DSG RCH ORIG SS CUP160/1.25 OZ","LWISNIEWSK","S",2023-11-01,2023-11-04,"Special Order","0","REGULAR","50",100,NA,-50,-50,0,0,0,0,0,100,"34_13907HVR","34_13907HVR",50,50,"matching"
34,"19505",2023-10-16,NA,1899-12-31,"0","2350138476","10238-002","REINHART LA CROSSE","M","VF",NA,"15778CSO","SHTG LRD DEOD BIB 50#","SBLOCKER","H",2023-11-01,NA,NA,"0","REGULAR","0",144,NA,-144,-156,0,0,0,0,0,156,"34_15778CSO","34_15778CSO",0,0,"matching"
34,"19529",2023-10-16,NA,1899-12-31,"0","2350373930","27417-001","REINHART MARSHALL","M","VF",NA,"15778CSO","SHTG LRD DEOD BIB 50#","OLOPEZ","H",2023-11-01,NA,NA,"0","REGULAR","0",12,NA,-12,-156,0,0,0,0,0,156,"34_15778CSO","34_15778CSO",0,0,"matching"
34,"19583",2023-10-17,NA,1899-12-31,"0","15668941","11674-031","SV/UNFI-HOPKINS GROC DELI","X","VF","YES","23464SCR","SCE BBQ SWT SPC CUP 96/1.25 OZ","LWISNIEWSK","S",2023-11-01,2023-11-02,NA,"0","REGULAR","0",60,NA,-60,-60,0,0,0,0,0,60,"34_23464SCR","34_23464SCR",0,60,"not_matching"
34,"19583",2023-10-17,NA,1899-12-31,"0","15668941","11674-031","SV/UNFI-HOPKINS GROC DELI","X","VF","YES","23483SCR","SCE BUFLO WING CUP 96/1.25 OZ","LWISNIEWSK","S",2023-11-01,2023-11-02,NA,"0","REGULAR","0",70,NA,-70,-70,0,0,0,0,0,70,"34_23483SCR","34_23483SCR",0,70,"not_matching"
43,"59335",2023-10-18,NA,1899-12-31,"0","3275815Y","11071-003","USF MONTGOMERY","X","C",NA,"17883USS","SHTG LRD DEOD 640 NTF BIB 50#","MLMILLER","H",2023-11-01,2023-11-02,NA,"0","REGULAR","262",240,NA,-146,-146,0,0,0,0,0,408,"43_17883USS","43_17883USS",94,94,"matching"
43,"59171",2023-10-13,NA,1899-12-31,"0","2616796H","06373-002","USF KNOXVILLE","X","VF","YES","85620HVR","DSG RCH ORIG JAR SS 4/1 GAL","TBAKER","M",2023-11-01,NA,NA,"0","REGULAR","33",96,NA,-96,-106,0,0,0,0,0,139,"43_85620HVR","43_85620HVR",0,0,"matching"
55,"52337",2023-10-16,NA,1899-12-31,"0","1699285","09965-002","VAN EERDEN","M","VF",NA,"19513GNS","MARG LIQ NTF JUG 6/1 GAL","DSALCEDO","1",2023-11-01,2023-11-02,NA,"0","REGULAR","0",24,NA,-24,-376,0,0,0,0,0,376,"55_19513GNS","55_19513GNS",0,0,"matching"
55,"52250",2023-10-13,NA,1899-12-31,"0","2352231995","02686-021","REINHART TRI CITIES","M","C",NA,"22642BLN","OIL LBA JUG 4/1 GAL","TBAKER","1",2023-11-01,NA,NA,"0","REGULAR","11",12,NA,-1,-1,0,0,0,0,0,12,"55_22642BLN","55_22642BLN",11,11,"matching"
55,"52337",2023-10-16,NA,1899-12-31,"0","1699285","09965-002","VAN EERDEN","X","VF","YES","13907HVR","DSG RCH ORIG SS CUP160/1.25 OZ","DSALCEDO","M",2023-11-01,NA,NA,"0","REGULAR","0",10,NA,-10,-40,0,0,0,0,0,40,"55_13907HVR","55_13907HVR",0,0,"matching"
55,"52517",2023-10-18,NA,1899-12-31,"0","3332484H","11364-048","USF OGDEN","X","C",NA,"18608USM","MAYO DOUBLE EGG NTF JAR4/1 GAL","MKIRKWOOD","S",2023-11-01,2023-11-06,NA,"0","REGULAR","347",480,NA,-133,-133,0,0,0,0,0,480,"55_18608USM","55_18608USM",347,347,"matching"
55,"51595",2023-10-04,NA,1899-12-31,"0","65669","36546-002","BELLISSIMO DIST LLC","X","VF","YES","85620HVR","DSG RCH ORIG JAR SS 4/1 GAL","DSALCEDO","M",2023-11-01,NA,NA,"0","REGULAR","0",24,NA,-24,-72,0,0,0,0,0,72,"55_85620HVR","55_85620HVR",0,0,"matching"
55,"52475",2023-10-17,NA,1899-12-31,"0","114028","10162-002","FALLS CITY MERCANTILE","X","VF","YES","85620HVR","DSG RCH ORIG JAR SS 4/1 GAL","MKIRKWOOD","M",2023-11-01,NA,NA,"0","REGULAR","0",24,NA,-24,-72,0,0,0,0,0,72,"55_85620HVR","55_85620HVR",0,0,"matching"
55,"52504",2023-10-18,NA,1899-12-31,"0","3297126A","10285-001","USF GRAND ISLAND","X","VF","YES","85620HVR","DSG RCH ORIG JAR SS 4/1 GAL","MKIRKWOOD","M",2023-11-01,NA,NA,"0","REGULAR","0",24,NA,-24,-72,0,0,0,0,0,72,"55_85620HVR","55_85620HVR",0,0,"matching"
30,"55856",2023-10-16,NA,1899-12-31,"0","46462723","36372-011","UNFI-SFSWH - CENTRALIA","X","VF",NA,"22234WCP","SHTG FRY PALM BIB 50#","JMARKSCH","6",2023-11-01,2023-11-07,NA,"0","REGULAR","0",36,NA,-36,-36,0,0,0,0,0,36,"30_22234WCP","30_22234WCP",0,0,"matching"
30,"55895",2023-10-18,NA,1899-12-31,"0","460141","33450-002","PETERSON CO (SVC DELI)","X","VF",NA,"54735CHP","PNO JUG IN BOX 35#","BNPHILLIPS","6",2023-11-01,2023-11-06,NA,"0","REGULAR","0",40,NA,-40,-40,0,0,0,0,0,40,"30_54735CHP","30_54735CHP",0,0,"matching"
208,"21762",2023-10-17,NA,1899-12-31,"0","12993050","40102-065","SYSCO JACKSON","X","VF",NA,"58501CHP","CANOLA NTF JUG 3/1 GAL","JHARDEN","1",2023-11-02,2023-11-06,NA,"0","REGULAR","0",56,NA,-56,-98,0,0,0,0,0,98,"208_58501CHP","208_58501CHP",0,0,"matching"
208,"21904",2023-10-19,NA,1899-12-31,"0","23265000","40175-088","SYSCO KANSAS","X","VF",NA,"58501CHP","CANOLA NTF JUG 3/1 GAL","JHARDEN","1",2023-11-02,2023-11-06,NA,"0","REGULAR","0",42,NA,-42,-98,0,0,0,0,0,98,"208_58501CHP","208_58501CHP",0,0,"matching"
208,"21871",2023-10-18,NA,1899-12-31,"0","04881726","03025-109","LABATT SAN ANT","X","VF","YES","14374HVR","DSG RCH ORIG LT CUP SS160/1 OZ","DCOVINGTON","m",2023-11-02,2023-11-07,NA,"0","REGULAR","0",275,NA,-275,-485,0,0,0,0,0,485,"208_14374HVR","208_14374HVR",0,0,"matching"
208,"21947",2023-10-19,NA,1899-12-31,"0","37083220","40131-120","SYSCO N TEXAS","X","VF","YES","14374HVR","DSG RCH ORIG LT CUP SS160/1 OZ","TRJOHNSON","m",2023-11-02,2023-11-07,NA,"0","REGULAR","0",210,NA,-210,-485,0,0,0,0,0,485,"208_14374HVR","208_14374HVR",0,0,"matching"
208,"21685",2023-10-16,NA,1899-12-31,"0","833086","10127-037","BEK ALBUQUERQUE","X","VF","YES","85625HVR","DSG RCH ORIG PCH SS 84/1.5 OZ","YVILLEGAS","m",2023-11-02,2023-11-03,NA,"0","REGULAR","0",40,NA,-40,-59,0,0,0,0,0,59,"208_85625HVR","208_85625HVR",0,0,"matching"
208,"21762",2023-10-17,NA,1899-12-31,"0","12993050","40102-065","SYSCO JACKSON","X","VF","YES","85625HVR","DSG RCH ORIG PCH SS 84/1.5 OZ","JHARDEN","m",2023-11-02,2023-11-03,NA,"0","REGULAR","0",19,NA,-19,-59,0,0,0,0,0,59,"208_85625HVR","208_85625HVR",0,19,"not_matching"
208,"21762",2023-10-17,NA,1899-12-31,"0","12993050","40102-065","SYSCO JACKSON","X","C","YES","23116NWN","DSG CSR CRM PCH 60/1.5 OZ","JHARDEN","o",2023-11-02,2023-11-07,NA,"0","REGULAR","0",24,NA,-24,-24,0,0,0,0,0,24,"208_23116NWN","208_23116NWN",0,0,"matching"
208,"21972",2023-10-19,NA,1899-12-31,"0","478559","01001-063","BEK AMARILLO","B","C",NA,"13029BKE","PNSPRY 6/17 OZ","YVILLEGAS","s",2023-11-02,2023-11-07,NA,"0","REGULAR","0",41,NA,-41,-41,0,0,0,0,0,41,"208_13029BKE","208_13029BKE",0,0,"matching"
208,"21904",2023-10-19,NA,1899-12-31,"0","23265000","40175-088","SYSCO KANSAS","X","C",NA,"71751SYS","DSG CHS FETA GRK JUG 2/1 GAL","JHARDEN","s",2023-11-02,2023-11-07,NA,"0","REGULAR","25",42,NA,-17,-17,0,0,0,0,0,42,"208_71751SYS","208_71751SYS",25,25,"matching"
208,"21904",2023-10-19,NA,1899-12-31,"0","23265000","40175-088","SYSCO KANSAS","X","C",NA,"72248SYS","DSG ITAL GLD LT JAR 4/1 GAL","JHARDEN","s",2023-11-02,2023-11-03,NA,"0","REGULAR","34",36,NA,-2,-2,0,0,0,0,0,36,"208_72248SYS","208_72248SYS",34,36,"not_matching"
208,"21685",2023-10-16,NA,1899-12-31,"0","833086","10127-037","BEK ALBUQUERQUE","B","C",NA,"13648BEK","BS CHKN FLV GRNL NTF 12/1#","YVILLEGAS","x",2023-11-02,NA,"supersede  pending","0","REGULAR","0",11,NA,-11,-11,0,0,0,0,0,11,"208_13648BEK","208_13648BEK",0,0,"matching"
208,"21685",2023-10-16,NA,1899-12-31,"0","833086","10127-037","BEK ALBUQUERQUE","X","VF","YES","85620HVR","DSG RCH ORIG JAR SS 4/1 GAL","YVILLEGAS","m",2023-11-02,NA,NA,"0","REGULAR","0",12,NA,-12,-60,0,0,0,0,0,60,"208_85620HVR","208_85620HVR",0,0,"matching"
25,"24157",2023-10-19,NA,1899-12-31,"0","3481302G","08864-001","USF NORWICH","M","VF",NA,"20161HVR","DSG RCH ORIG BTL SS 6/32 FL OZ","TBAKER","M",2023-11-02,NA,"Special Order","0","REGULAR","0",16,NA,-16,-16,0,0,0,0,0,16,"25_20161HVR","25_20161HVR",0,0,"matching"
25,"24049",2023-10-18,NA,1899-12-31,"0","29863630","35849-003","GFS IMPERIAL","M","C",NA,"21827GFS","SCE SOY JAR 4/1 GAL","DSALCEDO","R",2023-11-02,2023-11-04,NA,"0","REGULAR","8",36,NA,-28,-28,0,0,0,0,0,36,"25_21827GFS","25_21827GFS",8,8,"matching"
25,"24189",2023-10-19,NA,1899-12-31,"0","2353259500","34101-008","REINHART MANASSAS SUBWAY","M","C","YES","23476SBY","SCE RCH PCRN PCH 12/32 FL OZ","KROGERS","1",2023-11-02,NA,NA,"0","REGULAR","203",228,NA,-25,-101,0,0,0,0,0,304,"25_23476SBY","25_23476SBY",203,203,"matching"
25,"24216",2023-10-19,NA,1899-12-31,"0","5678","36031-001","DUTCH CREEK FOODS INC","M","VF",NA,"71337CHP","MAYO HD PAIL 30#","TBAKER","R",2023-11-02,NA,NA,"0","REGULAR","124",384,NA,-260,-260,0,0,0,0,0,384,"25_71337CHP","25_71337CHP",124,124,"matching"
25,"24112",2023-10-18,NA,1899-12-31,"0","2350688824","20143-013","REINHART PITTSBURGH","M","VF","YES","85620HVR","DSG RCH ORIG JAR SS 4/1 GAL","DSALCEDO","M",2023-11-02,NA,NA,"0","REGULAR","0",48,NA,-48,-228,0,0,0,0,0,228,"25_85620HVR","25_85620HVR",0,0,"matching"
25,"24113",2023-10-18,NA,1899-12-31,"0","2350688825","20143-013","REINHART PITTSBURGH","M","VF","YES","85620HVR","DSG RCH ORIG JAR SS 4/1 GAL","DSALCEDO","M",2023-11-02,NA,NA,"0","REGULAR","0",12,NA,-12,-228,0,0,0,0,0,228,"25_85620HVR","25_85620HVR",0,0,"matching"
25,"23855",2023-10-16,NA,1899-12-31,"0","2265546","31359-001","FERRARO FOODS INC","M","VF","YES","85625HVR","DSG RCH ORIG PCH SS 84/1.5 OZ","DSALCEDO","M",2023-11-02,NA,NA,"0","REGULAR","0",20,NA,-20,-20,0,0,0,0,0,20,"25_85625HVR","25_85625HVR",0,0,"matching"
25,"24112",2023-10-18,NA,1899-12-31,"0","2350688824","20143-013","REINHART PITTSBURGH","X","VF",NA,"15777CSO","SBSO JUG 6/1 GAL","DSALCEDO","1",2023-11-02,2023-11-03,NA,"0","REGULAR","11",32,NA,-21,-53,0,0,0,0,0,64,"25_15777CSO","25_15777CSO",11,11,"matching"
25,"24113",2023-10-18,NA,1899-12-31,"0","2350688825","20143-013","REINHART PITTSBURGH","X","VF",NA,"15777CSO","SBSO JUG 6/1 GAL","DSALCEDO","1",2023-11-02,2023-11-03,NA,"0","REGULAR","11",32,NA,-32,-53,0,0,0,0,0,64,"25_15777CSO","25_15777CSO",0,0,"matching"
25,"24085",2023-10-18,NA,1899-12-31,"0","8266942","00375-145","MBM DENNYS ABERDEEN","X","C",NA,"23965DEN","GLZ BOURB JAR 4/1 GAL","TBAKER","1",2023-11-02,2023-11-07,NA,"0","REGULAR","0",144,NA,-144,-144,0,0,0,0,0,144,"25_23965DEN","25_23965DEN",0,0,"matching"
30,"55931",2023-10-19,NA,1899-12-31,"0","25579610","40236-003","SYSCO PORTLAND","X","VF",NA,"52035CHP","CORN SO NTF JUG 35#","RPLUNKETT","6",2023-11-02,2023-11-06,NA,"0","REGULAR","0",60,NA,-60,-60,0,0,0,0,0,60,"30_52035CHP","30_52035CHP",0,0,"matching"
30,"55925",2023-10-19,NA,1899-12-31,"0","30222190","40119-003","SYSCO SEATTLE","X","C",NA,"99989COM","SHTG FRY A/V LRD/TLO BIB 50#","JMARKSCH","S",2023-11-02,2023-11-06,NA,"0","REGULAR","36",48,NA,-12,-12,0,0,0,0,0,48,"30_99989COM","30_99989COM",36,36,"matching"
33,"35172",2023-10-19,NA,1899-12-31,"0","29898440","10629-012","GFS 50TH STREET","X","VF",NA,"20161HVR","DSG RCH ORIG BTL SS 6/32 FL OZ","JEWASHINGT","M",2023-11-02,NA,NA,"0","REGULAR","344",312,NA,-36,-36,0,0,0,0,0,380,"33_20161HVR","33_20161HVR",276,276,"matching"
33,"35088",2023-10-16,NA,1899-12-31,"0","131103908","10575-007","MARTIN BROTHERS","M","VF",NA,"85505HVR","DSG RCH ORIG JAR 4/1 GAL","MKIRKWOOD","M",2023-11-02,NA,"Special Order","0","REGULAR","0",12,NA,-12,-12,0,0,0,0,0,12,"33_85505HVR","33_85505HVR",0,0,"matching"
33,"35088",2023-10-16,NA,1899-12-31,"0","131103908","10575-007","MARTIN BROTHERS","M","VF","YES","85620HVR","DSG RCH ORIG JAR SS 4/1 GAL","MKIRKWOOD","M",2023-11-02,NA,NA,"0","REGULAR","0",72,NA,-72,-432,0,0,0,0,0,432,"33_85620HVR","33_85620HVR",0,0,"matching"
33,"35140",2023-10-18,NA,1899-12-31,"0","2351050979","33287-002","REINHART OMAHA","M","VF","YES","85620HVR","DSG RCH ORIG JAR SS 4/1 GAL","MKIRKWOOD","M",2023-11-02,NA,NA,"0","REGULAR","0",84,NA,-84,-432,0,0,0,0,0,432,"33_85620HVR","33_85620HVR",0,0,"matching"
33,"35163",2023-10-19,NA,1899-12-31,"0","2350138801","10238-001","REINHART LA CROSSE","M","VF","YES","85620HVR","DSG RCH ORIG JAR SS 4/1 GAL","SBLOCKER","M",2023-11-02,NA,NA,"0","REGULAR","0",156,NA,-156,-432,0,0,0,0,0,432,"33_85620HVR","33_85620HVR",0,0,"matching"
33,"35088",2023-10-16,NA,1899-12-31,"0","131103908","10575-007","MARTIN BROTHERS","X","VF","YES","85625HVR","DSG RCH ORIG PCH SS 84/1.5 OZ","MKIRKWOOD","M",2023-11-02,NA,NA,"0","REGULAR","0",216,NA,-216,-225,0,0,0,0,0,225,"33_85625HVR","33_85625HVR",0,0,"matching"
33,"35140",2023-10-18,NA,1899-12-31,"0","2351050979","33287-002","REINHART OMAHA","X","VF","YES","85625HVR","DSG RCH ORIG PCH SS 84/1.5 OZ","MKIRKWOOD","M",2023-11-02,NA,NA,"0","REGULAR","0",9,NA,-9,-225,0,0,0,0,0,225,"33_85625HVR","33_85625HVR",0,0,"matching"
34,"19662",2023-10-19,NA,1899-12-31,"0","2350291514","27418-003","REINHART SHAWANO","M","VF",NA,"22259CSO","SHTG HD FRY AV BLND CUBE 50#","SBLOCKER","H",2023-11-02,NA,NA,"0","REGULAR","1",16,NA,-15,-15,0,0,0,0,0,16,"34_22259CSO","34_22259CSO",1,1,"matching"
36,"25094",2023-10-17,NA,1899-12-31,"0","46462859","36372-012","UNFI-SFSWH - CENTRALIA","B","VF",NA,"17974CGS","BS CHKN PST NTF 12/1#","JMARKSCH","S",2023-11-02,2023-11-16,NA,"0","REGULAR","8",44,NA,-36,-36,0,0,0,0,0,44,"36_17974CGS","36_17974CGS",8,0,"not_matching"
36,"25110",2023-10-18,NA,1899-12-31,"0","30217150","40119-107","SYSCO SEATTLE POPEYES","X","C",NA,"23911POP","SCE RCH BLKND CUP 200/0.90 OZ","JMARKSCH","S",2023-11-02,2023-11-06,NA,"0","REGULAR","0",90,NA,-90,-90,0,0,0,0,0,90,"36_23911POP","36_23911POP",0,0,"matching"
