"location","legacy_sales_order","sales_order_date","jde_sales_order","back_order_date","reference_order_date","customer_po","customer_ship_to_8","customer_ship_to_9","make_buy_transfer","label_owner","priority_sku","product_label_sku","description","customer_profile_owner","shortage_reason","shortage_date","next_available_date","followup_comments","type_of_sale","type_of_sale_2","total_sku_beginning_inventory","oo_cases","b_t_open_order_cases","order_shortage_case_no","total_sku_shortage_qty","inventory_soft_hold_release","inventory_usable","production_schedule","production_soft_hold_release","purchase_order_and_transfer_in","sales_order_and_transfer_out","item_to_compare_ofr","item_to_compare_csv","shipped qty(OFR)","shipped qty(CSV)","match"
25,"43320",2024-06-20,NA,-6046343-07-11,"0","4511482995","05363-060","GFS MIAMI","M","C",NA,"24087GFK","DSG RCH JAR 4/1 GAL","DCOVINGTON",NA,2024-07-05,NA,NA,"0","REGULAR","120",144,NA,-24,-72,0,0,0,0,0,192,"25_24087GFK","25_24087GFK",120,120,"matching"
25,"43329",2024-06-20,NA,-6046343-07-11,"0","4511483659","10629-419","GFS SPRINGFIELD","M","C",NA,"24087GFK","DSG RCH JAR 4/1 GAL","TBAKER",NA,2024-07-05,NA,NA,"0","REGULAR","120",48,NA,-48,-72,0,0,0,0,0,192,"25_24087GFK","25_24087GFK",0,0,"matching"
75,"1923",2024-06-21,NA,NA,"0","190995000","35023-001","SHAMROCK FOODS","M","C",NA,"13381BAK","COND KTCHP HABANERO 1000/9 GR","RGEORGE","1",2024-07-08,2024-07-09,"We are running on same date and available 7/9.","0","REGULAR","0",38,NA,-38,-38,0,0,0,0,0,38,"75_13381BAK","75_13381BAK",0,0,"matching"
75,"1041",2024-06-12,NA,NA,"0","765401","01379-008","BAKEMARK-PICO RIVERA 75KW","X","VF",NA,"15174WCP","SHTG PFPSTRY NTF BIB 50#","SMENDOZA","S",2024-07-08,2024-07-12,NA,"0","REGULAR","283",252,NA,-17,-53,0,0,0,0,0,336,"75_15174WCP","75_15174WCP",235,235,"matching"
75,"1402",2024-06-17,NA,NA,"0","776301","01379-008","BAKEMARK-PICO RIVERA 75KW","X","VF",NA,"15174WCP","SHTG PFPSTRY NTF BIB 50#","SMENDOZA","S",2024-07-08,2024-07-12,NA,"0","REGULAR","283",36,NA,-36,-53,0,0,0,0,0,336,"75_15174WCP","75_15174WCP",0,0,"matching"
75,"780",2024-06-10,NA,NA,"0","078885","35809-001","TAYLOR FARMS-REAL FOODS","M","C","YES","20808SFW","DSG SES ORIENT PCH 150/2 OZ","CDAVIS","1",2024-07-08,2024-07-09,"We are running on 7/2 + 7 hold days. Order need waiver approval or move order out.","0","REGULAR","0",52,NA,-52,-52,0,0,0,0,0,52,"75_20808SFW","75_20808SFW",0,52,"not_matching"
75,"1288",2024-06-14,NA,NA,"0","00003949","34126-012","TAYLOR FARMS THREET DELI","M","VF","YES","23013VEN","DSG RCH SALSA PCH 150/2 OZ","CDAVIS","1",2024-07-08,2024-07-14,"We are running on 7/8 + 5 holds days. Order need waiver approval or move out.","0","REGULAR","38",78,NA,-40,-40,0,0,0,0,0,78,"75_23013VEN","75_23013VEN",38,0,"not_matching"
75,"1665",2024-06-19,NA,NA,"0","78412C03","40126-121","SYGMA BURGER KING CLACKAM","M","C",NA,"23952BRK","SCE HNYMUST DIPCUP 100/0.89 OZ","RPLUNKETT","1",2024-07-08,2024-07-12,"55 cases short. We are running on 7/3 + 7 hold days. To avoid shortages, please move order out.","0","REGULAR","353",408,NA,-408,-463,0,0,0,0,0,816,"75_23952BRK","75_23952BRK",0,0,"matching"
75,"1869",2024-06-21,NA,NA,"0","19613780","40155-034","SYSCO MODESTO","B","C",NA,"72804SYS","BS CHKN NTF 6/1#","RPLUNKETT","S",2024-07-08,NA,NA,"0","REGULAR","9",26,NA,-17,-17,0,0,0,0,0,26,"75_72804SYS","75_72804SYS",9,9,"matching"
208,"38406",2024-06-17,NA,NA,"0","5328206J","09216-036","USF OKLAHOMA CITY DRSGS","X","VF",NA,"20656MIL","DSG HV HNYMUST BTL 6/32 FL OZ","TRJOHNSON","1",2024-07-08,2024-07-15,NA,"0","REGULAR","0",26,NA,-26,-26,0,0,0,0,0,26,"208_20656MIL","208_20656MIL",0,0,"matching"
208,"38447",2024-06-17,NA,NA,"0","597276","06230-042","BEK MID SOUTH SONIC LR","X","C",NA,"23809SON","SCE HNY BBQ PC CUP 100/1 FL OZ","YVILLEGAS","M",2024-07-08,NA,"Item was DNRRed and reactivated.","0","REGULAR","33",408,NA,-375,-375,0,0,0,0,0,408,"208_23809SON","208_23809SON",0,0,"matching"
25,"43069",2024-06-17,NA,NA,"0","4505302600","33985-129","REST DEPOT #450-PP","M","C",NA,"16668CHQ","DSG RCH BMLK PCH 60/1.5 OZ","TRJOHNSON","X",2024-07-08,NA,"Do Not Reorder or Remake","0","REGULAR","172",55,NA,-55,-148,0,0,0,0,0,320,"25_16668CHQ","25_16668CHQ",0,0,"matching"
25,"43070",2024-06-17,NA,NA,"0","4604245800","33985-130","REST DEPOT #460-PU","M","C",NA,"16668CHQ","DSG RCH BMLK PCH 60/1.5 OZ","TRJOHNSON","X",2024-07-08,NA,"Do Not Reorder or Remake","0","REGULAR","172",50,NA,-50,-148,0,0,0,0,0,320,"25_16668CHQ","25_16668CHQ",0,0,"matching"
25,"43145",2024-06-18,NA,NA,"0","5571212G","08864-001","USF NORWICH","M","VF",NA,"20161HVR","DSG RCH ORIG BTL 6/32 FL OZ","TBAKER","R",2024-07-08,2024-07-10,"Special Order","0","REGULAR","0",10,NA,-10,-23,0,0,0,0,0,23,"25_20161HVR","25_20161HVR",0,0,"matching"
25,"43416",2024-06-21,NA,NA,"0","07684810","34368-003","SYSCO KNOX","M","VF",NA,"20161HVR","DSG RCH ORIG BTL 6/32 FL OZ","JBOWER","R",2024-07-08,2024-07-10,"Special Order","0","REGULAR","0",13,NA,-13,-23,0,0,0,0,0,23,"25_20161HVR","25_20161HVR",0,0,"matching"
25,"43145",2024-06-18,NA,NA,"0","5571212G","08864-001","USF NORWICH","M","VF",NA,"20168HVR","DSG FRCH HNY BTL SS 6/32 FL OZ","TBAKER","R",2024-07-08,2024-07-09,"Special Order","0","REGULAR","0",8,NA,-8,-9,0,0,0,0,0,9,"25_20168HVR","25_20168HVR",0,0,"matching"
25,"43416",2024-06-21,NA,NA,"0","07684810","34368-003","SYSCO KNOX","M","VF",NA,"20168HVR","DSG FRCH HNY BTL SS 6/32 FL OZ","JBOWER","R",2024-07-08,2024-07-09,"Special Order","0","REGULAR","0",1,NA,-1,-9,0,0,0,0,0,9,"25_20168HVR","25_20168HVR",0,0,"matching"
33,"40095",2024-06-20,NA,NA,"0","2450154428","10238-001","REINHART LA CROSSE","M","VF",NA,"17735CGS","SCE TAR PREMIER JAR 4/1 GAL","SBLOCKER","1",2024-07-08,2024-07-10,NA,"0","REGULAR","0",10,NA,-10,-10,0,0,0,0,0,10,"33_17735CGS","33_17735CGS",0,0,"matching"
33,"40065",2024-06-18,NA,NA,"0","54960","27067-010","NORTHERN LIGHTS DIST","M","C",NA,"23134HMT","SCE TAR JAR 4/1 GAL","MKIRKWOOD","1",2024-07-08,2024-07-10,NA,"0","REGULAR","1",24,NA,-23,-23,0,0,0,0,0,24,"33_23134HMT","33_23134HMT",1,1,"matching"
33,"40095",2024-06-20,NA,NA,"0","2450154428","10238-001","REINHART LA CROSSE","M","C",NA,"71903CSD","DSG SLG WHP JAR 4/1 GAL","SBLOCKER","1",2024-07-08,2024-07-10,NA,"0","REGULAR","0",24,NA,-24,-24,0,0,0,0,0,24,"33_71903CSD","33_71903CSD",0,0,"matching"
36,"28075",2024-06-24,NA,NA,"0","6667509L","00904-107","USF-FSA EVERETT CHILL","M","C",NA,"23422USM","DSG HNY MUST JAR 4/1 GAL","RGEORGE","s",2024-07-08,NA,NA,"0","REGULAR","0",36,NA,-36,-36,0,0,0,0,0,36,"36_23422USM","36_23422USM",0,0,"matching"
36,"27919",2024-06-13,NA,NA,"0","20848620","40013-003","SYSCO BILLINGS","B","C",NA,"23681SYS","BS BF NMSG ADD NTF 6/1#","MKIRKWOOD","s",2024-07-08,2024-07-24,NA,"0","REGULAR","0",20,NA,-20,-20,0,0,0,0,0,20,"36_23681SYS","36_23681SYS",0,0,"matching"
36,"27942",2024-06-13,NA,NA,"0","09248780","40197-007","SYSCO SPOKANE","M","C",NA,"72119SYS","DSG RCH HSE NTF JAR 4/1 GAL","RPLUNKETT","s",2024-07-08,2024-07-11,NA,"0","REGULAR","0",24,NA,-24,-24,0,0,0,0,0,24,"36_72119SYS","36_72119SYS",0,0,"matching"
43,"68946",2024-06-24,NA,NA,"0","80979676","35149-001","PFG ORLANDO FL","X","C",NA,"16788ROM","DSG ITAL GLD NTF JAR 2/1 GAL","DCOVINGTON","S",2024-07-08,2024-07-11,NA,"0","REGULAR","14",21,NA,-7,-7,0,0,0,0,0,21,"43_16788ROM","43_16788ROM",14,0,"not_matching"
43,"68946",2024-06-24,NA,NA,"0","80979676","35149-001","PFG ORLANDO FL","X","C",NA,"16791ROM","DSG RCH NTF JAR 2/1 GAL","DCOVINGTON","S",2024-07-08,2024-07-11,NA,"0","REGULAR","6",63,NA,-57,-57,0,0,0,0,0,63,"43_16791ROM","43_16791ROM",6,0,"not_matching"
43,"68946",2024-06-24,NA,NA,"0","80979676","35149-001","PFG ORLANDO FL","X","C",NA,"16805ROM","DSG BALSM VNGRT JAR 2/1 GAL","DCOVINGTON","S",2024-07-08,2024-07-11,NA,"0","REGULAR","24",42,NA,-19,-28,0,0,0,0,0,52,"43_16805ROM","43_16805ROM",14,14,"matching"
43,"68384",2024-06-11,NA,NA,"0","81471184","33146-019","UNFI POMPANO BEACH","M","C",NA,"20607EED","SPRD 51% SFT TEB BOWL 6/45 OZ","LWISNIEWSK","M",2024-07-08,2024-07-10,NA,"0","REGULAR","217",280,NA,-63,-63,0,0,0,0,0,280,"43_20607EED","43_20607EED",217,216,"not_matching"
43,"68808",2024-06-20,NA,NA,"0","9111994","00885-173","MERCHANTS CLANTON POPEYES","M","C","YES","21485POP","MARG LIQ BISCUIT DSG 2/17.5#","DCOVINGTON","Q",2024-07-08,NA,NA,"0","REGULAR","163",180,NA,-17,-17,0,0,0,0,0,180,"43_21485POP","43_21485POP",163,163,"matching"
43,"68548",2024-06-14,NA,NA,"0","5036685Z","20884-042","USF PORT ORANGE","X","C",NA,"22090USS","MARG WHP PAIL 20#","DCOVINGTON","S",2024-07-08,2024-07-11,NA,"0","REGULAR","317",360,NA,-43,-43,0,0,0,0,0,360,"43_22090USS","43_22090USS",317,317,"matching"
43,"68820",2024-06-20,NA,NA,"0","59221310","40161-005","SYSCO NASHVILLE","X","VF",NA,"23528VEN","OIL LBA JUG 17.5#","JBOWER","S",2024-07-08,2024-07-12,NA,"0","REGULAR","40",60,NA,-20,-20,0,0,0,0,0,60,"43_23528VEN","43_23528VEN",40,40,"matching"
43,"68807",2024-06-20,NA,NA,"0","9111994","00885-029","MERCHANTS CLANTON","X","VF",NA,"54745CHP","PNO HP AF TBHQ JUG 35#","DCOVINGTON","S",2024-07-08,2024-07-10,NA,"0","REGULAR","0",60,NA,-60,-60,0,0,0,0,0,60,"43_54745CHP","43_54745CHP",0,0,"matching"
55,"65995",2024-06-18,NA,NA,"0","2452820812","10545-005","REINHART SHREVEPORT","M","VF",NA,"21547GNS","MARG PALM IT KDARY PRT 30/1#","JHARDEN","1",2024-07-08,NA,NA,"0","REGULAR","0",14,NA,-14,-154,0,0,0,0,0,154,"55_21547GNS","55_21547GNS",0,0,"matching"
55,"66101",2024-06-20,NA,NA,"0","88577195","00939-074","NICHOLAS SALT LK CONTRACT","M","VF",NA,"21547GNS","MARG PALM IT KDARY PRT 30/1#","RPLUNKETT","1",2024-07-08,NA,NA,"0","REGULAR","0",70,NA,-70,-154,0,0,0,0,0,154,"55_21547GNS","55_21547GNS",0,0,"matching"
55,"66136",2024-06-21,NA,NA,"0","310594","10791-001","JOHN GRAVES-MENU MAKER","X","VF",NA,"11364WCP","SHTG LRD DEOD 640 BIB 50#","JHARDEN","H",2024-07-08,2024-07-10,NA,"0","REGULAR","0",12,NA,-12,-12,0,0,0,0,0,12,"55_11364WCP","55_11364WCP",0,0,"matching"
55,"66197",2024-06-24,NA,NA,"0","6508993W","08419-031","USF CINCINNATI","X","VF","YES","16837SNG","ESBB WHP TUB 4/5#","TBAKER","S",2024-07-08,2024-07-11,NA,"0","REGULAR","964",800,NA,-16,-16,0,0,0,0,0,980,"55_16837SNG","55_16837SNG",784,784,"matching"
55,"66184",2024-06-24,NA,NA,"0","6448509U","11428-001","ALLEN FOODS INC","X","VF","YES","16842SNG","ESBB PRT 36/1#","JHARDEN","S",2024-07-08,2024-07-10,NA,"0","REGULAR","137",10,NA,-10,-64,0,0,0,0,0,201,"55_16842SNG","55_16842SNG",0,0,"matching"
55,"66102",2024-06-20,NA,NA,"0","88577195","00939-012","NICHOLAS SALT LK","X","VF",NA,"22235WCP","SHTG FRY HD A/V BLND BIB 50#","RPLUNKETT","H",2024-07-08,2024-07-10,NA,"0","REGULAR","0",11,NA,-11,-11,0,0,0,0,0,11,"55_22235WCP","55_22235WCP",0,0,"matching"
10,"19161",2024-06-20,NA,NA,"0","80931174","35205-002","VISTAR NORTHERN CA","M","VF",NA,"12342LOU","SBO BTR TOPG PREM BIB 35#","KROGERS","6",2024-07-08,2024-07-21,NA,"0","REGULAR","0",120,NA,-120,-710,0,0,0,0,0,710,"10_12342LOU","10_12342LOU",0,0,"matching"
10,"19195",2024-06-21,NA,NA,"0","643434","09172-149","C&S WINN DIX MIAMI","B","C",NA,"21188SEG","CNO ORG VIRGIN BTL 6/28 FL OZ","BNPHILLIPS","G",2024-07-08,NA,NA,"0","REGULAR","0",72,NA,-72,-136,0,0,0,0,0,136,"10_21188SEG","10_21188SEG",0,0,"matching"
10,"19196",2024-06-21,NA,NA,"0","643439","09172-151","C&S WINN DIX PLT CT RETA","B","C",NA,"21188SEG","CNO ORG VIRGIN BTL 6/28 FL OZ","BNPHILLIPS","G",2024-07-08,NA,NA,"0","REGULAR","0",64,NA,-64,-136,0,0,0,0,0,136,"10_21188SEG","10_21188SEG",0,0,"matching"
25,"43576",2024-06-24,NA,-6046343-07-11,"0","49428567","02911-012","IFH HICKORY","M","C",NA,"16792ROM","DSG CSR NTF JAR 2/1 GAL","RKARR","1",2024-07-09,NA,NA,"0","REGULAR","333",126,NA,-49,-49,0,0,0,0,0,382,"25_16792ROM","25_16792ROM",77,0,"not_matching"
25,"43338",2024-06-20,NA,-6046343-07-11,"0","5084845","34665-001","BIG Y FOODS INC","M","VF",NA,"21326SCR","SCE BUFLO WING PCH 14/20 OZ","TLEWIS","R",2024-07-09,2024-07-10,NA,"0","REGULAR","266",300,NA,-34,-34,0,0,0,0,0,300,"25_21326SCR","25_21326SCR",266,266,"matching"
25,"43726",2024-06-25,NA,-6046343-07-11,"0","28740510","40058-008","SYSCO DETROIT","M","C",NA,"22327SYS","SCE BBQ ORIG JUG  4/1 GAL","DSALCEDO","M",2024-07-09,NA,NA,"0","REGULAR","0",33,NA,-33,-77,0,0,0,0,0,77,"25_22327SYS","25_22327SYS",0,0,"matching"
25,"44082",2024-07-01,NA,-6046343-07-11,"0","04364350","34424-003","SYSCO SERDC ALACHUA","M","C",NA,"22328SYS","SCE BBQ SMK JUG  4/1 GAL","OLOPEZ","M",2024-07-09,2024-07-11,NA,"0","REGULAR","88",44,NA,-22,-22,0,0,0,0,0,110,"25_22328SYS","25_22328SYS",22,0,"not_matching"
25,"44082",2024-07-01,NA,-6046343-07-11,"0","04364350","34424-003","SYSCO SERDC ALACHUA","M","C","YES","23092NWN","DSG RCH CUP 96/1.5 OZ","OLOPEZ","R",2024-07-09,2024-07-12,NA,"0","REGULAR","117",110,NA,-13,-13,0,0,0,0,0,130,"25_23092NWN","25_23092NWN",97,97,"matching"
25,"43645",2024-06-25,NA,-6046343-07-11,"0","6705064V","20822-011","USF BRIDGEPORT","M","C",NA,"23434USM","DSG BLUCHS XCHNK JAR 4/1 GAL","DSALCEDO","1",2024-07-09,2024-07-10,NA,"0","REGULAR","165",96,NA,-39,-39,0,0,0,0,0,204,"25_23434USM","25_23434USM",57,57,"matching"
25,"43511",2024-06-24,NA,-6046343-07-11,"0","5341283","06385-001","FEESERS J F","M","VF",NA,"23500GOR","SCE TAR JAR 4/1 GAL","DSALCEDO","1",2024-07-09,NA,NA,"0","REGULAR","0",5,NA,-5,-5,0,0,0,0,0,5,"25_23500GOR","25_23500GOR",0,0,"matching"
25,"43089",2024-06-17,NA,-6046343-07-11,"0","2452245852","02686-014","REINHART TRI CITIES","M","C",NA,"71773CSO","SCE TAR NTF JAR 4/1 GAL","JBOWER","1",2024-07-09,NA,NA,"0","REGULAR","20",36,NA,-16,-28,0,0,0,0,0,48,"25_71773CSO","25_71773CSO",20,20,"matching"
25,"43536",2024-06-24,NA,-6046343-07-11,"0","2450622151","20143-013","REINHART PITTSBURGH","M","C",NA,"71773CSO","SCE TAR NTF JAR 4/1 GAL","DSALCEDO","1",2024-07-09,NA,NA,"0","REGULAR","20",12,NA,-12,-28,0,0,0,0,0,48,"25_71773CSO","25_71773CSO",0,0,"matching"
25,"43536",2024-06-24,NA,-6046343-07-11,"0","2450622151","20143-013","REINHART PITTSBURGH","X","C",NA,"22211WCK","SPREAD WHIPPED CUP 432/14 GR","DSALCEDO","S",2024-07-09,2024-07-11,NA,"0","REGULAR","0",24,NA,-24,-24,0,0,0,0,0,24,"25_22211WCK","25_22211WCK",0,0,"matching"
30,"59856",2024-06-24,NA,-6046343-07-11,"0","6579849P","04017-009","USF-FSA WOODBURN","X","C","YES","21996USS","MARG PALM ESBB PRT 36/1#","RPLUNKETT","s",2024-07-09,2024-07-11,NA,"0","REGULAR","60",80,NA,-20,-20,0,0,0,0,0,80,"30_21996USS","30_21996USS",60,60,"matching"
30,"59851",2024-06-24,NA,-6046343-07-11,"0","46484350","36372-011","UNFI- CENTRALIA","X","VF",NA,"22235WCP","SHTG FRY HD A/V BLND BIB 50#","JMARKSCH","6",2024-07-09,2024-07-15,NA,"0","REGULAR","0",12,NA,-12,-12,0,0,0,0,0,12,"30_22235WCP","30_22235WCP",0,0,"matching"
33,"40141",2024-06-21,NA,-6046343-07-11,"0","153271000","00085-037","SHAMROCK AZ","M","C",NA,"16617KKD","DSG HNYMUST FF NTF JAR 2/1 GAL","SBLOCKER","1",2024-07-09,NA,NA,"0","REGULAR","4",21,NA,-17,-122,0,0,0,0,0,126,"33_16617KKD","33_16617KKD",4,4,"matching"
33,"40142",2024-06-21,NA,-6046343-07-11,"0","192486300","11459-093","SHAMROCK FOODS-AURORA","M","C",NA,"16617KKD","DSG HNYMUST FF NTF JAR 2/1 GAL","OLOPEZ","1",2024-07-09,NA,NA,"0","REGULAR","4",105,NA,-105,-122,0,0,0,0,0,126,"33_16617KKD","33_16617KKD",0,105,"not_matching"
33,"40142",2024-06-21,NA,-6046343-07-11,"0","192486300","11459-093","SHAMROCK FOODS-AURORA","X","C",NA,"20942KKO","DSG BMLK RCH PCH 60/1.5 OZ","OLOPEZ","S",2024-07-09,2024-07-11,NA,"0","REGULAR","163",384,NA,-221,-221,0,0,0,0,0,384,"33_20942KKO","33_20942KKO",163,351,"not_matching"
33,"40134",2024-06-21,NA,-6046343-07-11,"0","8040170","36512-002","CASH-WA DIST","M","C",NA,"23134HMT","SCE TAR JAR 4/1 GAL","MKIRKWOOD","1 if need",2024-07-09,NA,NA,"0","REGULAR","0",6,NA,-6,-6,0,0,0,0,0,6,"33_23134HMT","33_23134HMT",0,0,"matching"
33,"40129",2024-06-21,NA,-6046343-07-11,"0","A02051","11409-037","UPPER LAKES CLOQUET","M","VF",NA,"24218HVR","DSG RCH PCKL JAR 2/1 GAL","OLOPEZ","1",2024-07-09,NA,NA,"0","REGULAR","18",21,NA,-3,-3,0,0,0,0,0,21,"33_24218HVR","33_24218HVR",18,18,"matching"
33,"40129",2024-06-21,NA,-6046343-07-11,"0","A02051","11409-037","UPPER LAKES CLOQUET","X","VF",NA,"85638HVR","DSG 1000 ISL PCH SS 84/1.5 OZ","OLOPEZ","Q",2024-07-09,NA,NA,"0","REGULAR","0",19,NA,-19,-27,0,0,0,0,0,27,"33_85638HVR","33_85638HVR",0,0,"matching"
33,"40134",2024-06-21,NA,-6046343-07-11,"0","8040170","36512-002","CASH-WA DIST","X","VF",NA,"85638HVR","DSG 1000 ISL PCH SS 84/1.5 OZ","MKIRKWOOD","Q",2024-07-09,NA,NA,"0","REGULAR","0",8,NA,-8,-27,0,0,0,0,0,27,"33_85638HVR","33_85638HVR",0,0,"matching"
36,"28036",2024-06-21,NA,-6046343-07-11,"0","93760","26054-010","FRED MEYER-CLK MAYO PL","X","C",NA,"23073KRO","MAYO CAGE FREE TRAY 12/30 FLOZ","TLEWIS","s",2024-07-09,2024-07-11,NA,"0","REGULAR","20",650,NA,-630,-630,0,0,0,0,0,650,"36_23073KRO","36_23073KRO",20,20,"matching"
36,"28036",2024-06-21,NA,-6046343-07-11,"0","93760","26054-010","FRED MEYER-CLK MAYO PL","X","C",NA,"23074KRO","MAYO LT CAGE FREE 12/30 FL OZ","TLEWIS","6",2024-07-09,2024-07-22,NA,"0","REGULAR","0",150,NA,-150,-150,0,0,0,0,0,150,"36_23074KRO","36_23074KRO",0,0,"matching"
36,"28022",2024-06-20,NA,-6046343-07-11,"0","5983359J","10799-008","USF-FSA BILLINGS","M","C",NA,"23422USM","DSG HNY MUST JAR 4/1 GAL","MKIRKWOOD","s",2024-07-09,NA,NA,"0","REGULAR","0",36,NA,-36,-36,0,0,0,0,0,36,"36_23422USM","36_23422USM",0,0,"matching"
36,"28022",2024-06-20,NA,-6046343-07-11,"0","5983359J","10799-008","USF-FSA BILLINGS","M","C",NA,"23432USM","DSG BLUCHS CHNK JAR 4/1 GAL","MKIRKWOOD","s",2024-07-09,2024-07-11,NA,"0","REGULAR","76",132,NA,-56,-56,0,0,0,0,0,132,"36_23432USM","36_23432USM",76,76,"matching"
36,"28051",2024-06-21,NA,-6046343-07-11,"0","26261860","40236-005","SYSCO PORTLAND","M","C",NA,"71483SYS","DSG RCH NTF JAR 4/1 GAL","RPLUNKETT","6",2024-07-09,2024-07-11,NA,"0","REGULAR","39",36,NA,-15,-15,0,0,0,0,0,54,"36_71483SYS","36_71483SYS",21,21,"matching"
36,"28051",2024-06-21,NA,-6046343-07-11,"0","26261860","40236-005","SYSCO PORTLAND","M","C",NA,"72119SYS","DSG RCH HSE NTF JAR 4/1 GAL","RPLUNKETT","6",2024-07-09,2024-07-11,NA,"0","REGULAR","0",24,NA,-24,-24,0,0,0,0,0,24,"36_72119SYS","36_72119SYS",0,0,"matching"
43,"68858",2024-06-21,NA,-6046343-07-11,"0","2893963","20850-001","PFG DOVER","X","C",NA,"16799ROM","DSG BLUCHS NTF JAR 2/1 GAL","DCOVINGTON","S",2024-07-09,2024-07-11,NA,"0","REGULAR","0",21,NA,-21,-21,0,0,0,0,0,21,"43_16799ROM","43_16799ROM",0,0,"matching"
43,"68858",2024-06-21,NA,-6046343-07-11,"0","2893963","20850-001","PFG DOVER","X","C",NA,"16805ROM","DSG BALSM VNGRT JAR 2/1 GAL","DCOVINGTON","S",2024-07-09,2024-07-11,NA,"0","REGULAR","0",7,NA,-7,-7,0,0,0,0,0,7,"43_16805ROM","43_16805ROM",0,0,"matching"
43,"69102",2024-06-28,NA,-6046343-07-11,"0","10196400","34089-026","SYSCO NERDC FRONT ROYAL","X","VF",NA,"16841GNS","MARG WHP NTF PAIL 20#","OLOPEZ","S",2024-07-09,2024-07-12,NA,"0","REGULAR","0",2,NA,-2,-2,0,0,0,0,0,2,"43_16841GNS","43_16841GNS",0,0,"matching"
43,"68952",2024-06-24,NA,-6046343-07-11,"0","84967367","02911-011","IFH FLORENCE","X","VF",NA,"19513GNS","MARG LIQ NTF JUG 6/1 GAL","RKARR","1",2024-07-09,2024-07-12,"Special Order","0","REGULAR","0",32,NA,-32,-32,0,0,0,0,0,32,"43_19513GNS","43_19513GNS",0,0,"matching"
43,"68972",2024-06-25,NA,-6046343-07-11,"0","650411985","06781-145","BROOKSHIRE GROC TYLER","M","C",NA,"20608TSM","SPRD 39% SFT BOWL 6/45 OZ","TLEWIS","1",2024-07-09,2024-07-10,NA,"0","REGULAR","443",448,NA,-5,-5,0,0,0,0,0,448,"43_20608TSM","43_20608TSM",443,443,"matching"
43,"68858",2024-06-21,NA,-6046343-07-11,"0","2893963","20850-001","PFG DOVER","X","VF",NA,"21592CGS","SPRD MAYO STYL NEGG 4/1 GAL","DCOVINGTON","S",2024-07-09,2024-07-11,NA,"0","REGULAR","0",36,NA,-36,-36,0,0,0,0,0,36,"43_21592CGS","43_21592CGS",0,0,"matching"
43,"68842",2024-06-20,NA,-6046343-07-11,"0","6147438S","31704-004","USF MEMPHIS","X","VF",NA,"45531CHP","SHTG CRM LIQ FRY NTF JUG 35#","JBOWER","S",2024-07-09,2024-07-10,NA,"0","REGULAR","0",60,NA,-60,-60,0,0,0,0,0,60,"43_45531CHP","43_45531CHP",0,0,"matching"
43,"68858",2024-06-21,NA,-6046343-07-11,"0","2893963","20850-001","PFG DOVER","X","VF",NA,"54135CHP","SBSO NTF JIB JUG 35#","DCOVINGTON","S",2024-07-09,2024-07-11,NA,"0","REGULAR","0",60,NA,-60,-120,0,0,0,0,0,120,"43_54135CHP","43_54135CHP",0,0,"matching"
43,"68950",2024-06-24,NA,-6046343-07-11,"0","49428967","02911-004","IFH HICKORY","X","VF",NA,"54135CHP","SBSO NTF JIB JUG 35#","RKARR","S",2024-07-09,2024-07-11,NA,"0","REGULAR","0",60,NA,-60,-120,0,0,0,0,0,120,"43_54135CHP","43_54135CHP",0,0,"matching"
43,"68848",2024-06-21,NA,-6046343-07-11,"0","4511488098","10629-298","GFS DOUGLASVILLE","X","VF","YES","85620HVR","DSG RCH ORIG JAR SS 4/1 GAL","DCOVINGTON","S",2024-07-09,2024-07-11,NA,"0","REGULAR","0",12,NA,-12,-36,0,0,0,0,0,36,"43_85620HVR","43_85620HVR",0,0,"matching"
43,"68858",2024-06-21,NA,-6046343-07-11,"0","2893963","20850-001","PFG DOVER","X","VF","YES","85620HVR","DSG RCH ORIG JAR SS 4/1 GAL","DCOVINGTON","S",2024-07-09,2024-07-11,NA,"0","REGULAR","0",24,NA,-24,-36,0,0,0,0,0,36,"43_85620HVR","43_85620HVR",0,0,"matching"
55,"66110",2024-06-20,NA,-6046343-07-11,"0","648438","20228-010","CLARK REST SERVICE UNIPRO","M","C",NA,"21841NIF","MARG PALM IE PRT 30/1#","DSALCEDO","1",2024-07-09,NA,NA,"0","REGULAR","79",140,NA,-61,-61,0,0,0,0,0,140,"55_21841NIF","55_21841NIF",79,63,"not_matching"
55,"65881",2024-06-17,NA,-6046343-07-11,"0","4501102639","08351-001","DAWN FOOD-KANSAS CITY","X","VF",NA,"11364WCP","SHTG LRD DEOD 640 BIB 50#","SVALLE","H",2024-07-09,2024-07-10,NA,"0","REGULAR","0",48,NA,-48,-96,0,0,0,0,0,96,"55_11364WCP","55_11364WCP",0,0,"matching"
55,"66098",2024-06-20,NA,-6046343-07-11,"0","174820","10273-001","EVCO WHOLESALE FOOD CORP","X","VF",NA,"11364WCP","SHTG LRD DEOD 640 BIB 50#","JHARDEN","H",2024-07-09,2024-07-10,NA,"0","REGULAR","0",48,NA,-48,-96,0,0,0,0,0,96,"55_11364WCP","55_11364WCP",0,0,"matching"
